nombre;desag;ind;error;dimension
Proporción de adolescentes sexualmente activos con método moderno;CALLAO;32.6235340067832;12.9329480733019;SALUD
Proporción de adolescentes sexualmente activos con método moderno;CUSCO;28.5332553417485;18.2413710603251;SALUD
Proporción de adolescentes sexualmente activos con método moderno;HUANCAVELICA;32.6359260800951;13.5703243243651;SALUD
Proporción de adolescentes sexualmente activos con método moderno;HUANUCO;38.6582254513723;10.3769773449113;SALUD
Proporción de adolescentes sexualmente activos con método moderno;ICA;37.354717271799;12.7909645954904;SALUD
Proporción de adolescentes sexualmente activos con método moderno;JUNIN;53.9657038012885;16.9603036800733;SALUD
Proporción de adolescentes sexualmente activos con método moderno;LA LIBERTAD;35.9713188900949;15.3972504416696;SALUD
Proporción de adolescentes sexualmente activos con método moderno;LAMBAYEQUE;27.9680535801833;12.7884584094824;SALUD
Proporción de adolescentes sexualmente activos con método moderno;LIMA REGION;38.7008431321549;13.7804863174898;SALUD
Proporción de adolescentes sexualmente activos con método moderno;LIMA METROPOLITANA;44.7611387725796;11.3800605672505;SALUD
Proporción de adolescentes sexualmente activos con método moderno;LORETO;33.1619178929829;7.06957765941705;SALUD
Proporción de adolescentes sexualmente activos con método moderno;MADRE DE DIOS;58.4478701098575;13.4380086527012;SALUD
Proporción de adolescentes sexualmente activos con método moderno;MOQUEGUA;28.0412080105939;19.5305041799721;SALUD
Proporción de adolescentes sexualmente activos con método moderno;PASCO;41.1274621941853;14.7558303551373;SALUD
Proporción de adolescentes sexualmente activos con método moderno;PIURA;48.1941947278221;13.2376297195545;SALUD
Proporción de adolescentes sexualmente activos con método moderno;PUNO;17.4367253786354;11.2575988372176;SALUD
Proporción de adolescentes sexualmente activos con método moderno;SAN MARTIN;33.5503876752281;11.4481324146419;SALUD
Proporción de adolescentes sexualmente activos con método moderno;TACNA;34.5876359801865;17.2842482252202;SALUD
Proporción de adolescentes sexualmente activos con método moderno;TUMBES;39.382295488602;14.6451469717633;SALUD
Proporción de adolescentes sexualmente activos con método moderno;UCAYALI;36.9221161025497;8.97053223749632;SALUD
Proporción de adolescentes sexualmente activos con método moderno;NACIONAL;37.9657781845289;4.07373124923151;SALUD
Tasa de finalización de educación primaria;AMAZONAS;74.6274683011271;6.95181653656164;EDUCACION
Tasa de finalización de educación primaria;ANCASH;80.610396326724;5.35963610142465;EDUCACION
Tasa de finalización de educación primaria;APURIMAC;82.4477816237887;7.26262620979228;EDUCACION
Tasa de finalización de educación primaria;AREQUIPA;85.6844275988076;6.85861014419583;EDUCACION
Tasa de finalización de educación primaria;AYACUCHO;77.4540426118914;6.48657382549346;EDUCACION
